keyword,question,option,image,scoring_country,score
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Colombia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Canada,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Croatia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Czech Republic,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Denmark,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Dominican Republic,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Estonia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Finland,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,France,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Germany,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Ghana,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Greece,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Guatemala,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Hungary,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Iceland,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Israel,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Jordan,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Kyrgyzstan,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Latvia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Lithuania,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Mexico,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Mongolia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Montenegro,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Nigeria,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Norway,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Philippines,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Poland,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Portugal,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Qatar,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Romania,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Russia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Serbia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Slovakia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Slovenia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,South Korea,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Spain,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Senegal,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Sweden,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Switzerland,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Taiwan,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Tunisia,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Turkey,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,United Arab Emirates,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Ukraine,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,United States,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Luxembourg,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Netherlands,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Italy,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Kenya,1
太阳方位,太阳偏北还是偏南？,偏南,images/south_sun.jpg,Uganda,1
